date,open,high,low,close,price difference(後天-前天),12month,收盤價一年總平均,BTC_Transactions,每日量差(後天-前天),交易量一年總平均,厭惡0,生氣0,恐懼0,悲傷0,驚喜0,開心0,厭惡1,生氣1,恐懼1,悲傷1,驚喜1,快樂1,厭惡2,生氣2,恐懼2,悲傷2,驚喜2,快樂2,厭惡3,生氣3,恐懼3,悲傷3,驚喜3,快樂3,厭惡4,生氣4,恐懼4,悲傷4,驚喜4,快樂4,厭惡5,生氣5,恐懼5,悲傷5,驚喜5,快樂5,厭惡6,生氣6,恐懼6,悲傷6,驚喜6,快樂6,厭惡7,生氣7,恐懼7,悲傷7,驚喜7,快樂7,厭惡8,生氣8,恐懼8,悲傷8,驚喜8,快樂8,厭惡9,生氣9,恐懼9,悲傷9,驚喜9,快樂9,厭惡10,生氣10,恐懼10,悲傷10,驚喜10,快樂10,厭惡11,生氣11,恐懼11,悲傷11,驚喜11,快樂11,厭惡12,生氣12,恐懼12,悲傷12,驚喜12,快樂12,厭惡13,生氣13,恐懼13,悲傷13,驚喜13,快樂13,厭惡14,生氣14,恐懼14,悲傷14,驚喜14,快樂14,close_MA5,close_MA10,close_MA20,close_MA50,close_MA60,close_MA120,close_MA240,volume_MA5,volume_MA10,volume_MA20,volume_MA50,volume_MA60,volume_MA120,volume_MA240,close_EMA50,close_EMA100,close_EMA200,MACD,baseline,bar,Rolling Mean,Bollinger High,Bollinger Low,close_MA3,volume_MA3
2022-04-08,43467.82,43986.09,42120.0,42290.11,-1164.42,,,266671,-2595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44207.432,45215.217,44705.7155,41787.4194,41995.323,,,271532.0,267315.7,262702.4,254858.1,254735.66666666666,,,42955.92811750629,42933.5242598472,44057.355187851776,653.2814753514758,0,-524.2160190072555,44705.7155,48800.05809922792,40611.372900772076,42978.743333333325,269809.0
2022-04-09,42258.22,42807.63,42131.51,42767.89,477.78,,,232639,-34032.0,,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,43441.37,44785.198,44782.003,41842.837400000004,41973.26183333333,,,263070.2,263306.7,263814.7,254292.46,254001.38333333333,,,42948.55407368252,42930.2443735136,44044.52468847017,464.9488196293896,0,-570.0389397834733,44782.003,48655.52208653791,40908.483913462085,42837.51,256192.0
2022-04-10,42774.85,43450.72,41888.88,42133.85,-634.04,,,216306,-16333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42767.594,44446.856,44836.5385,41883.334,41935.045333333335,,,251674.4,257030.1,261642.05,254208.1,253178.75,,,42916.60489432242,42914.47418789946,44025.513000027684,261.517493127707,0,-618.7762130281247,44836.5385,48514.1764262513,41158.9005737487,42397.28333333333,238538.66666666666
2022-04-11,42159.45,42415.57,39218.15,39524.86,-2608.99,,,276486,60180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42034.248,43768.561,44693.111000000004,41906.3532,41868.383,,,252273.6,256282.3,262245.35,255730.0,253442.41666666666,,,42783.59529062351,42847.353114871745,43980.730383111986,-108.97083952321555,0,-791.4116365432378,44693.111000000004,48950.05507486686,40436.16692513315,41475.53333333333,241810.33333333334
2022-04-12,39545.37,40691.01,39273.65,40097.46,572.6,,,278686,2200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41362.834,43196.278999999995,44551.7135,41966.7704,41829.90416666667,,,254157.6,258720.2,262977.8,256558.14,253779.63333333333,,,42678.25665177553,42792.899785864385,43942.09087681236,-352.32015040900296,0,-827.8087579432201,44551.7135,49223.52926999911,39879.897730000885,40585.38999999999,257159.33333333334
2022-04-13,40099.51,41557.61,39584.86,41147.74,1050.28,,,276828,-1858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41134.36,42670.89599999999,44407.801,42024.326400000005,41811.681333333334,,,256189.0,263860.5,263677.0,256892.44,254593.4,,,42618.23639092159,42760.322364362124,43914.28639047592,-455.18037802141043,0,-744.5351884445022,44407.801,49318.99726404775,39496.60473595225,40256.68666666667,277333.3333333333
2022-04-14,41159.29,41504.29,39582.53,39961.53,-1186.21,,,265399,-11429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40573.088,42007.22900000001,44189.847499999996,42078.0734,41776.411166666665,,,262741.0,262905.6,262418.8,257177.92,255536.4,,,42514.051826571726,42704.90073338465,43874.955481117955,-625.2080734098126,0,-731.6503070663234,44189.847499999996,49488.92246916164,38890.77253083835,40402.24333333333,273637.6666666667
2022-04-15,39962.6,40869.99,39788.97,40563.18,601.65,,,254673,-10726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40258.954,41513.274,43991.224,42121.7994,41743.459166666675,,,270414.4,261044.4,263608.95,257191.24,255656.96666666667,,,42437.54704905911,42662.49042183248,43842.00249125609,-703.300905142496,0,-647.7945110392055,43991.224,49528.18194596889,38454.26605403111,40557.48333333333,265633.3333333333
2022-04-16,40576.41,40701.0,40014.79,40395.67,-167.51,,,225352,-29321.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40433.115999999995,41233.682,43667.788,42145.08,41673.679000000004,,,260187.6,256230.6,263973.0,256494.16,254855.36666666667,,,42357.47343929209,42617.602888726884,43807.710625671454,-769.8325436208906,0,-571.46091961408,43667.788,49253.59236529154,38081.983634708464,40306.793333333335,248474.66666666666
2022-04-17,40379.81,40602.69,39565.68,39691.27,-704.4,,,207159,-18193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40351.878,40857.35599999999,43294.7325,42155.9722,41603.50883333334,,,245882.2,250019.9,259673.7,256231.38,253864.15,,,42252.91644167279,42559.6557028115,43766.75101745583,-869.3769037550082,0,-536.804223798558,43294.7325,48897.22546598308,37692.23953401692,40216.706666666665,229061.33333333334
2022-04-18,39660.62,41101.0,38547.12,40814.6,1123.33,,,246287,39128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40285.25,40709.805,42962.511,42218.010599999994,41607.816999999995,,,239774.0,247981.5,257648.6,256936.56,253712.0,,,42196.511875332675,42525.10014433998,43737.37638046622,-847.8496998286937,0,-412.22161589779483,42962.511,48307.3543852055,37617.667614794496,40300.513333333336,226266.0
2022-04-19,40814.6,41754.05,40578.58,41505.77,691.17,,,273044,26757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40594.098,40583.59299999999,42684.3955,42184.5464,41632.96333333333,,,241303.0,252022.0,257664.35,256982.16,253914.05,,,42169.42395865296,42504.91538900651,43715.17134185462,-766.1854836490456,0,-264.4459197745174,42684.3955,47698.36229306485,37670.42870693515,40670.54666666666,242163.33333333334
2022-04-20,41476.89,42220.04,40893.21,41375.85,-129.92,,,285495,12451.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40756.632,40507.793,42477.3245,42123.184199999996,41654.07716666666,,,247467.4,258940.9,257985.5,257082.62,254996.9,,,42138.303411254805,42482.557658531136,43691.89451258243,-703.8360779966315,0,-161.67721129768256,42477.3245,47338.42454165823,37616.22445834178,41232.073333333334,268275.3333333333
2022-04-21,41378.77,42978.95,39770.0,40470.76,-905.09,,,282269,-3226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40771.65,40602.383,42185.471999999994,42053.865,41689.02483333334,,,258850.8,259519.2,257900.75,256957.58,256361.53333333333,,,42072.90955198991,42442.72008113448,43659.843422904996,-719.1668162690039,0,-141.60635965604388,42185.471999999994,46771.354661136174,37599.589338863814,41117.46,280269.3333333333
2022-04-22,40497.0,40808.66,39197.64,39726.03,-744.73,,,260795,-21474.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40778.602,40565.24,41880.7595,41998.8604,41733.182,,,269578.0,257730.1,258225.15,256811.56,256753.46666666667,,,41980.87505975502,42388.9242379437,43620.70100078654,-782.3911061830295,0,-163.86451965605556,41880.7595,46254.70269421381,37506.81630578619,40524.21333333333,276186.3333333333
2022-04-23,39700.55,39983.98,39301.0,39421.59,-304.44,,,234815,-25980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40500.0,40392.625,41531.7605,42003.780999999995,41752.37616666666,,,267283.6,253528.8,258694.65,256268.62,256331.83333333334,,,41880.51093976462,42330.16514412303,43578.91880177374,-847.2954802617387,0,-183.01511498781178,41531.7605,45480.053444319994,37583.46755568,39872.793333333335,259293.0
2022-04-24,39438.51,39944.65,38987.0,39467.4,45.81,,,221821,-12994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40092.326,40343.21199999999,41175.2205,42004.7932,41788.929833333335,,,257039.0,249171.0,256038.3,256201.08,255843.43333333332,,,41785.87913820523,42273.47672542752,43538.00816693022,-884.8363376708512,0,-176.44477791753945,41175.2205,44422.83310368267,37927.607896317335,39538.34,239143.66666666666
2022-04-25,39464.67,40602.85,38202.91,40441.11,973.71,,,277255,55434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39905.378,40331.005,40922.139500000005,42044.8376,41823.333666666666,,,255391.0,251429.2,256236.8,257606.48,256230.9,,,41733.14309356973,42237.1922358151,43507.19325979659,-826.4902135592274,0,-94.47892304473248,40922.139500000005,43461.462705086975,38382.816294913035,39776.700000000004,244630.33333333334
2022-04-26,40452.52,40800.0,37701.0,38137.67,-2303.44,,,273157,-4098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39438.76,40105.205,40669.443499999994,42047.2616,41805.10083333333,,,253568.6,256209.7,256220.15,257963.76,256446.75,,,41592.14414872386,42156.01357768015,43453.765167659316,-955.1089457958878,0,-178.47812422511424,40669.443499999994,43263.14155371046,38075.745446289526,39348.72666666666,257411.0
2022-04-27,38105.68,39494.73,37885.75,39256.05,1118.38,,,286935,13778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39344.764,40061.683000000005,40459.5195,42057.3096,41806.924000000006,,,258796.6,264187.3,257103.6,258590.0,257557.36666666667,,,41500.532613479794,42098.58855633995,43411.996857533355,-955.7786767984435,0,-143.3182841821358,40459.5195,42768.04572061379,38150.99327938622,39278.27666666667,279115.6666666667
2022-04-28,39254.4,40387.0,38880.44,39754.2,498.15,,,275633,-11302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39411.286,39955.643,40332.724,42013.1932,41840.94933333333,,,266960.2,267121.9,257551.7,258649.32,258634.11666666667,,,41432.04898157863,42052.165020570836,43375.60086890118,-905.6728685890703,0,-74.56998077821004,40332.724,42491.62309910127,38173.82490089873,39049.306666666664,278575.0
2022-04-29,39753.28,39923.61,38174.27,38593.42,-1160.78,,,286413,10780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39236.49,39664.408,40124.0005,41996.1726,41764.52333333333,,,279878.6,268458.8,260240.4,259149.42,258894.93333333332,,,41320.730197987315,41983.67502016349,43328.01697965839,-948.692957671883,0,-94.07205588881823,40124.0005,42090.18035140252,38157.82064859748,39201.223333333335,282993.6666666667
2022-04-30,38599.3,38786.95,37597.36,37639.8,-953.62,,,261480,-24933.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38676.228,39290.803,39899.297999999995,41974.372800000005,41651.12066666667,41327.897,,276723.6,266057.3,262499.1,259334.12,258578.4,254373.89166666666,,41176.37999414468,41897.65769303154,43271.417805731435,-1047.6590906265337,0,-154.43055107477517,39899.297999999995,41924.65219019231,37873.94380980768,38662.47333333333,274508.6666666667
2022-05-01,37638.78,38672.2,37400.0,38488.34,848.54,,,232155,-29325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38746.362,39092.561,39847.471999999994,41967.6992,41560.31433333333,41250.488,,268523.2,261045.9,260282.55,259477.38,257638.96666666667,254753.0,,41070.96666104096,41830.14645158537,43223.824991744055,-1045.5677236750416,0,-121.87134729862646,39847.471999999994,41964.155754621104,37730.788245378884,38240.52,260016.0
2022-05-02,38484.46,39153.13,38045.79,38521.01,32.67,,,272046,39891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38599.35400000001,38972.059,39768.6495,41982.3086,41494.3935,41176.911250000005,,265545.4,262171.0,259950.55,260759.48,257704.8,255380.825,,40970.968360607985,41764.618997098536,43177.03081272173,-1029.407732773725,0,-84.56908511784786,39768.6495,41962.15238295565,37575.146617044345,38216.38333333333,255227.0
2022-05-03,38506.38,38641.57,37515.83,37729.95,-791.06,,,277745,5699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38194.504,38802.895,39597.759999999995,41943.5934,41470.3,41104.32841666667,,265967.8,266464.0,259996.4,261125.6,257967.85,255739.925,,40843.86960136845,41684.72456151243,43122.83100363992,-1068.120130412026,0,-98.62518620491892,39597.759999999995,41870.006807535836,37325.513192464154,38246.433333333334,260648.66666666666
2022-05-04,37735.35,40050.19,37665.46,39685.23,1955.28,,,232899,-44846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38412.866,38824.678,39583.94499999999,41951.244000000006,41474.774,41053.20533333333,,255265.0,267571.8,258371.4,260522.8,258096.2,255394.10833333334,,40798.43275425596,41645.13060979931,43088.626018529074,-930.3012951666824,0,31.35491923233974,39583.94499999999,41850.231398340715,37317.65860165927,38645.39666666667,260896.66666666666
2022-05-05,39685.23,39840.37,35579.4,36533.93,-3151.3,,,315602,82703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38191.691999999995,38433.96,39382.4825,41859.0674,41443.024666666664,40995.68975,,266089.4,271406.5,261417.85,261310.14,259906.48333333334,255757.41666666666,,40631.19735212828,41543.918716535954,43023.40516262331,-1063.107606069425,0,-81.16111333632216,39382.4825,41975.11189984911,36789.85310015089,37983.03666666667,275415.3333333333
2022-05-06,36542.41,36648.2,35268.69,36019.22,-514.71,,,286745,-28857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37697.868,38222.115000000005,39163.659999999996,41760.1874,41409.737166666666,40936.703250000006,,277007.4,272765.3,264487.5,261472.22,260430.68333333332,255940.68333333332,,40450.33549518207,41434.518741951084,42953.711777920595,-1196.1024353400207,0,-171.32475408553432,39163.659999999996,42110.755777458624,36216.56422254137,37412.793333333335,278415.3333333333
2022-05-07,36019.15,36123.99,34777.85,35463.46,-555.76,,,231480,-55265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37086.358,37842.856,38952.2695,41633.5692,41354.90066666666,40886.10158333334,,268894.2,267219.8,265703.55,260878.32,260028.3,255742.675,,40254.77175027297,41316.27995498175,42879.181909483574,-1331.00399747122,0,-244.9810529733868,38952.2695,42316.94397663885,35587.59502336115,36005.53666666666,277942.3333333333
2022-05-08,35465.46,35496.55,33710.16,34025.5,-1437.96,,,233737,2257.0,,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36345.468,37269.986,38612.8145,41469.373,41222.65866666666,40822.22433333333,,260092.6,263030.2,265076.05,260707.68,259379.46666666667,255825.68333333332,,40010.4865835956,41171.908074685074,42791.085572075775,-1536.2370276598158,0,-360.1712665295861,38612.8145,42513.559421022335,34712.069578977666,35169.39333333333,250654.0
2022-05-09,34051.2,34224.35,30015.0,30082.0,-3943.5,,,279356,45619.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,34424.822,36418.844,38041.626000000004,41246.1702,41066.61783333333,40723.94258333334,,269384.0,262324.5,265391.65,262086.94,259678.6,256403.63333333333,,39621.134168552635,40952.3059345923,42664.627009169555,-1994.1063586889431,0,-654.4324780469706,38041.626000000004,43276.239149482084,32807.012850517924,33190.32,248191.0
2022-05-10,30066.48,32650.0,29731.03,30999.97,917.97,,,279505,149.0,,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,33318.03,35754.861000000004,37522.832,41045.3068,40937.7875,40633.56383333333,,262164.6,264127.0,265092.15,262481.86,260132.93333333332,256511.16666666666,,39283.049299197635,40755.229975491464,42548.56077027234,-2256.882656689668,0,-733.7670208381562,37522.832,43385.12014082746,31660.543859172547,31702.49,264199.3333333333
2022-05-11,31002.27,32148.15,27757.77,29000.0,-1999.97,,,262538,-16967.0,,5.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,31914.185999999998,34806.027,36949.294,40777.4386,40774.087166666664,40519.09716666667,,257323.2,267165.3,264105.6,262444.22,260758.7,256386.15,,38879.79246393498,40522.45314429361,42413.74922031938,-2596.5838285513164,0,-858.7745541598438,36949.294,43764.29254774001,30134.295452259987,30027.323333333334,273799.6666666667
2022-05-12,28999.99,30090.7,25401.05,28896.19,-103.81,,,274069,11531.0,,2.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,30600.732,33843.545,36407.801999999996,40496.8542,40625.848,40393.786250000005,,265841.0,267367.6,264769.3,262644.86,261860.83333333334,256405.10833333334,,38488.27864181988,40292.23011173335,42279.246143500284,-2841.4219110235426,0,-882.8901093056561,36407.801999999996,43973.48524707942,28842.11875292057,29632.053333333333,272037.3333333333
2022-05-13,28932.69,30974.6,28686.37,29238.81,342.62,,,269728,-4341.0,,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,29643.394,32994.431,35898.663,40201.1106,40452.066333333336,40282.67683333333,,273039.2,266565.9,266514.95,262782.54,262032.31666666668,256366.70833333334,,38125.55438135636,40073.35050556041,42149.49055998287,-2973.534233062768,0,-812.001945075905,35898.663,43964.37994842607,27832.946051573937,29045.0,268778.3333333333
2022-05-14,29239.41,30281.49,28561.23,30033.96,795.15,,,290084,20356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29633.786,32029.303999999996,35426.990999999995,39915.377799999995,40297.58733333333,40173.773583333335,,275184.8,272284.4,269928.1,262772.96,262483.06666666665,256528.05,,37808.2369546365,39874.550693569116,42028.93801709747,-2979.7238388420774,0,-654.5532406841712,35426.990999999995,43714.259230992255,27139.722769007734,29389.653333333332,277960.3333333333
2022-05-15,30041.16,31411.48,29440.71,31295.03,1261.07,,,235311,-54773.0,,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,29692.798,31505.414,34969.687,39650.5654,40133.45849999999,40075.38208333334,,266346.0,264255.3,267830.9,262861.78,261801.0,256537.25,,37552.81707406252,39704.65919468656,41922.13296220098,-2850.0181016168353,0,-419.87800276714324,34969.687,43099.85879037769,26839.5152096223,30189.266666666663,265041.0
2022-05-16,31275.27,31275.27,29060.0,29832.45,-1462.58,,,271970,36659.0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,29859.288,30886.737000000005,34554.426,39309.9266,39947.94566666666,39964.755000000005,,268232.4,262777.8,267771.55,263939.76,261689.81666666668,257003.86666666667,,37250.057580962035,39509.16990370266,41801.83760934326,-2832.591007191164,0,-321.9607266731773,34554.426,42850.01515281536,26258.83684718464,30387.146666666667,265788.3333333333
2022-05-17,29847.53,30753.96,29400.0,30425.36,592.91,,,278349,6379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30165.122000000003,30382.927000000003,34112.8915,38975.3862,39758.462166666664,39866.17408333333,,269088.4,267464.7,267342.25,263643.84,261976.05,257173.60833333334,,36982.422381708624,39329.29247986697,41688.63882716074,-2739.359397516455,0,-182.98329359877425,34112.8915,42294.059356597136,25931.72364340286,30517.61333333333,261876.66666666666
