author,title,year,month,date,time,message_data,message,message_day,message_time,message_ip,type
ZhouGongJin (ZhouYu),[新聞] 央行：比特幣硬分叉 猶如羅馬帝國「劣幣,2021,11,12,20:03,2021/11/12,: 剪邊幣是因為有貴金屬 比特幣硬分叉跟,11/12,20:03,180.217.22.74,推
ZhouGongJin (ZhouYu),[新聞] 央行：比特幣硬分叉 猶如羅馬帝國「劣幣,2021,11,12,19:20:00,2021/11/12,: 數量不變 但是種類越來越多 遲早完蛋吧,11/12,19:20:00,124.218.7.78,推
ZhouGongJin (ZhouYu),[新聞] 央行：比特幣硬分叉 猶如羅馬帝國「劣幣,2021,11,12,20:11,2021/11/12,: 這在幣圈叫做領糖果啦,11/13,20:11,42.76.29.134,推
newwu (說不定我一生涓滴廢文),Re: [問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,10,19:20:00,2021/11/10,: 就老人思維 似是而非 連基本概念都不懂阿,11/10,19:20:00,111.83.78.96,推
newwu (說不定我一生涓滴廢文),Re: [問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,10,20:48,2021/11/10,: 樓上，EGLD年初我買30多，現在300多,11/10,20:48,223.136.190.8,推
newwu (說不定我一生涓滴廢文),Re: [問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,10,19:20:00,2021/11/10,: 要腰斬的也可以找給你,11/10,19:20:00,223.136.190.8,推
red1636 (Security),Re: [問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,20:54,2021/11/09,: 當作炒作的商品沒錯，不過能賺錢才是重,11/09,20:54,42.73.91.36,推
red1636 (Security),Re: [問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,19:20:00,2021/11/09,": 就...不要想太多,就像樓上講的,賺錢者",11/09,19:20:00,36.237.141.234,推
red1636 (Security),Re: [問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,21:05,2021/11/09,: 把加密貨幣想成新型態的貴金屬就好了,11/09,21:05,223.136.235.86,推
red1636 (Security),Re: [問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,19:20:00,2021/11/09,: 這菜味太濃，扛不住,11/09,19:20:00,27.240.193.238,推
red1636 (Security),Re: [問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,21:31,2021/11/09,: 微策略創辦人認為比特幣會漲上去的關鍵，是,11/09,21:31,118.167.86.150,推
red1636 (Security),Re: [問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,19:20:00,2021/11/09,: 不管什麼時候買BTC 只要沒賣通通都是賺錢 除,11/09,19:20:00,203.74.156.204,推
red1636 (Security),Re: [問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,22:14,2021/11/09,: 套利是什麼意思要不要先去查看看,11/09,22:14,42.77.255.99,推
red1636 (Security),Re: [問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,19:20:00,2021/11/09,: 不是早取消能買特斯拉了嗎,11/09,19:20:00,42.72.134.90,推
red1636 (Security),Re: [問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,12:40,2021/11/09,: 大體上差不多 東西不一樣而已 槓桿什麼的,11/09,12:40,223.139.61.106,推
harkk2001 (大豬頭祝妳幸福uCatuCatu),Re: [問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,12:39:36,2021/11/09,: 當作炒作的商品沒錯，不過能賺錢才是重,11/09,12:39:36,42.73.91.36,推
harkk2001 (大豬頭祝妳幸福uCatuCatu),Re: [問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,12:42,2021/11/09,": 就...不要想太多,就像樓上講的,賺錢者",11/09,12:42,36.237.141.234,推
harkk2001 (大豬頭祝妳幸福uCatuCatu),Re: [問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,12:39:36,2021/11/09,: 把加密貨幣想成新型態的貴金屬就好了,11/09,12:39:36,223.136.235.86,推
harkk2001 (大豬頭祝妳幸福uCatuCatu),Re: [問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,12:42,2021/11/09,: 這菜味太濃，扛不住,11/09,12:42,27.240.193.238,推
harkk2001 (大豬頭祝妳幸福uCatuCatu),Re: [問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,12:39:36,2021/11/09,: 微策略創辦人認為比特幣會漲上去的關鍵，是,11/09,12:39:36,118.167.86.150,推
harkk2001 (大豬頭祝妳幸福uCatuCatu),Re: [問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,12:42,2021/11/09,: 不管什麼時候買BTC 只要沒賣通通都是賺錢 除,11/09,12:42,203.74.156.204,推
harkk2001 (大豬頭祝妳幸福uCatuCatu),Re: [問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,12:39:36,2021/11/09,: 套利是什麼意思要不要先去查看看,11/09,12:39:36,42.77.255.99,推
MeeToo (迷途),Re: [問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,12:43,2021/11/09,: 我是抱到現在啦，而且比特幣只是我幾十,11/09,12:43,110.26.197.228,推
MeeToo (迷途),Re: [問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,12:39:36,2021/11/09,: 你待會就會看到doge了,11/09,12:39:36,42.76.117.152,推
MeeToo (迷途),Re: [問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,12:43,2021/11/09,: 魷魚幣抄底成功的也可以秀一下,11/09,12:43,111.83.219.105,推
MeeToo (迷途),Re: [問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,12:39:36,2021/11/09,: 比特幣是比房地產還沒有價值的投資，一,11/09,12:39:36,49.217.66.229,推
MeeToo (迷途),Re: [問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,12:43,2021/11/09,: 厲害的還有外國船票DAC一年從3.5到72,11/09,12:43,108.68.127.72,推
Lalef (Lalef),[問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,12:39:36,2021/11/09,: 無用電子訊號空到下市明年財富自由,11/09,12:39:36,42.77.255.99,推
Lalef (Lalef),[問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,12:44,2021/11/09,: 鄉民的話反著聽10年前挖礦買幣早退休了,11/09,12:44,203.66.246.9,推
Lalef (Lalef),[問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,12:39:36,2021/11/09,: 你有allin嗎CC,11/09,12:39:36,114.136.15.58,推
Lalef (Lalef),[問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,12:44,2021/11/09,": allin多少要講啦,比特幣我也有零頭啊CC",11/09,12:44,114.136.15.58,推
Lalef (Lalef),[問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,12:39:36,2021/11/09,: 也可能明天就腰斬，高報酬一定高風險,11/09,12:39:36,27.246.69.184,推
Lalef (Lalef),[問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,12:45,2021/11/09,: 賺爛了,11/09,12:45,163.17.58.4,推
Lalef (Lalef),[問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,12:39:36,2021/11/09,: 都說回檔加碼 真心不騙 就是有人不信,11/09,12:39:36,61.216.75.230,推
Lalef (Lalef),[問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,12:46,2021/11/09,: 8樓哪個App呀,11/09,12:46,42.72.251.254,推
Lalef (Lalef),[問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,12:39:36,2021/11/09,: 你要不要去看特斯拉?,11/09,12:39:36,118.167.218.189,推
Lalef (Lalef),[問卦] 比特幣一年從一萬到七萬，股票仔怎麼想,2021,11,9,12:48,2021/11/09,:,11/13,12:48,114.43.99.20,推
cmelo1515 (瓜農),[爆卦] 比特幣又創..又創..又創新高！,2021,11,9,12:39:36,2021/11/09,: Plan B!,11/09,12:39:36,223.137.209.20,推
cmelo1515 (瓜農),[爆卦] 比特幣又創..又創..又創新高！,2021,11,9,12:49,2021/11/09,: 目前等以太5000ing,11/09,12:49,114.136.206.0,推
cmelo1515 (瓜農),[爆卦] 比特幣又創..又創..又創新高！,2021,11,9,12:39:36,2021/11/09,: 沒了   就這樣了,11/09,12:39:36,50.92.39.94,推
cmelo1515 (瓜農),[爆卦] 比特幣又創..又創..又創新高！,2021,11,9,12:52,2021/11/09,: 以太有夠扯 不到一個月快噴一倍了吧 礦,11/09,12:52,27.52.39.188,推
cmelo1515 (瓜農),[爆卦] 比特幣又創..又創..又創新高！,2021,11,9,12:39:36,2021/11/09,: 跟 htc 一起衝！,11/09,12:39:36,180.217.1.76,推
cmelo1515 (瓜農),[爆卦] 比特幣又創..又創..又創新高！,2021,11,9,12:52,2021/11/09,: 乾 垃圾東西 吃電怪獸,11/09,12:52,42.73.73.184,推
cmelo1515 (瓜農),[爆卦] 比特幣又創..又創..又創新高！,2021,11,9,12:39:36,2021/11/09,: 現在是低點 你各位還不快歐印,11/09,12:39:36,49.216.133.5,推
cmelo1515 (瓜農),[爆卦] 比特幣又創..又創..又創新高！,2021,11,9,13:08,2021/11/09,: ………難怪要搶劫顯卡貨車,11/09,13:08,220.130.60.105,推
cmelo1515 (瓜農),[爆卦] 比特幣又創..又創..又創新高！,2021,11,9,12:39:36,2021/11/09,: 資金投機潮再起，股市也都創新高,11/09,12:39:36,1.200.117.110,推
ggian123 (釣白癡&推廣tiktok專用帳),[問卦] 十年前比特幣買在1鎂的人在想什麼,2021,11,8,14:05,2021/11/08,: 幹早知道不要拿去買pizza,11/08,14:05,36.229.243.191,推
ggian123 (釣白癡&推廣tiktok專用帳),[問卦] 十年前比特幣買在1鎂的人在想什麼,2021,11,8,12:39:36,2021/11/08,: 逛ptt啊,11/08,12:39:36,59.120.20.241,推
ggian123 (釣白癡&推廣tiktok專用帳),[問卦] 十年前比特幣買在1鎂的人在想什麼,2021,11,8,00:00,2021/11/08,: 逛ptt看窮人想什麼,11/08,00:00,111.240.38.170,推
ggian123 (釣白癡&推廣tiktok專用帳),[問卦] 十年前比特幣買在1鎂的人在想什麼,2021,11,8,12:39:36,2021/11/08,: 身上有幾百萬元也很厲害了,11/08,12:39:36,45.130.137.47,推
ggian123 (釣白癡&推廣tiktok專用帳),[問卦] 十年前比特幣買在1鎂的人在想什麼,2021,11,8,20:09,2021/11/08,: 樓上說的對,11/08,20:09,114.27.127.92,推
ggian123 (釣白癡&推廣tiktok專用帳),[問卦] 十年前比特幣買在1鎂的人在想什麼,2021,11,8,20:08:52,2021/11/08,: 笑死買seagate,11/08,20:08:52,42.72.125.188,推
ggian123 (釣白癡&推廣tiktok專用帳),[問卦] 十年前比特幣買在1鎂的人在想什麼,2021,11,8,20:12,2021/11/08,: 四樓QQ,11/08,20:12,61.64.0.73,推
ggian123 (釣白癡&推廣tiktok專用帳),[問卦] 十年前比特幣買在1鎂的人在想什麼,2021,11,8,20:08:52,2021/11/08,: 四樓幫QQ,11/08,20:08:52,114.136.145.229,推
ggian123 (釣白癡&推廣tiktok專用帳),[問卦] 十年前比特幣買在1鎂的人在想什麼,2021,11,8,20:14,2021/11/08,: 早知道都不買飛機杯了,11/08,20:14,39.9.232.88,推
ggian123 (釣白癡&推廣tiktok專用帳),[問卦] 十年前比特幣買在1鎂的人在想什麼,2021,11,8,20:08:52,2021/11/08,: 漲到一萬鎂就賣了吧 不相信有人忍得住,11/08,20:08:52,39.8.41.203,推
ggian123 (釣白癡&推廣tiktok專用帳),[問卦] 十年前比特幣買在1鎂的人在想什麼,2021,11,8,20:18,2021/11/08,: 你這個還要等十年 陽長去年初還不到10,11/08,20:18,223.136.145.117,推
ggian123 (釣白癡&推廣tiktok專用帳),[問卦] 十年前比特幣買在1鎂的人在想什麼,2021,11,8,20:08:52,2021/11/08,: 抱不住提早按鈴下車也沒用,11/08,20:08:52,223.141.243.154,推
ggian123 (釣白癡&推廣tiktok專用帳),[問卦] 十年前比特幣買在1鎂的人在想什麼,2021,11,8,20:25,2021/11/08,: 1200鎂的時候報得住的就沒幾個了,11/08,20:25,114.46.96.4,推
ggian123 (釣白癡&推廣tiktok專用帳),[問卦] 十年前比特幣買在1鎂的人在想什麼,2021,11,8,20:08:52,2021/11/08,: 漲到幾百塊早就出清了,11/08,20:08:52,1.169.120.64,推
uiorefd (小魯),Re: [問卦] 現在入場比特幣ok嗎？,2021,11,8,20:26,2021/11/08,: i don car,11/08,20:26,220.135.175.72,推
uiorefd (小魯),Re: [問卦] 現在入場比特幣ok嗎？,2021,11,8,20:08:52,2021/11/08,: 我昨天才買大約650萬的比特幣,11/08,20:08:52,1.162.142.208,推
morgankhs (豪哥),[問卦] 現在入場比特幣ok嗎？,2021,11,8,08:33,2021/11/08,: 先在才六萬鎂 年底十萬鎂 賺爛了好嗎 還,11/08,08:33,1.164.142.115,推
morgankhs (豪哥),[問卦] 現在入場比特幣ok嗎？,2021,11,8,20:08:52,2021/11/08,: 可以 歐印 開50倍槓桿合約 財富自由等著,11/08,20:08:52,110.28.9.50,推
morgankhs (豪哥),[問卦] 現在入場比特幣ok嗎？,2021,11,8,18:40,2021/11/08,: 肯定all in,11/08,18:40,211.72.53.144,推
morgankhs (豪哥),[問卦] 現在入場比特幣ok嗎？,2021,11,8,18:38:49,2021/11/08,: 現在還可以 破10萬之後就要三思了,11/08,18:38:49,42.77.46.45,推
morgankhs (豪哥),[問卦] 現在入場比特幣ok嗎？,2021,11,8,18:41,2021/11/08,: 那些警告風險很大的 都在害人少賺,11/08,18:41,42.73.149.200,推
morgankhs (豪哥),[問卦] 現在入場比特幣ok嗎？,2021,11,8,18:38:49,2021/11/08,: 還有人在猶豫 就會繼續噴,11/08,18:38:49,60.128.198.93,推
morgankhs (豪哥),[問卦] 現在入場比特幣ok嗎？,2021,11,8,18:41,2021/11/08,: 身家賣掉all in,11/08,18:41,49.216.16.240,推
morgankhs (豪哥),[問卦] 現在入場比特幣ok嗎？,2021,11,8,18:38:49,2021/11/08,: 早就不流行了 我朋友買的是魷魚幣跟狗狗幣,11/08,18:38:49,118.163.145.42,推
morgankhs (豪哥),[問卦] 現在入場比特幣ok嗎？,2021,11,8,18:44,2021/11/08,": 無論錢要投鬥哪種金融商品,閒錢投入是首",11/08,18:44,36.235.0.214,推
morgankhs (豪哥),[問卦] 現在入場比特幣ok嗎？,2021,11,8,18:38:49,2021/11/08,: 十年後 現在根本底部中的底部,11/08,18:38:49,125.228.62.7,推
morgankhs (豪哥),[問卦] 現在入場比特幣ok嗎？,2021,11,8,18:46,2021/11/08,: 歐印 隨時都歐印 飛出太陽系,11/08,18:46,223.137.235.170,推
morgankhs (豪哥),[問卦] 現在入場比特幣ok嗎？,2021,11,8,18:38:49,2021/11/08,: 歐印,11/08,18:38:49,49.216.164.46,推
cmelo1515 (瓜農),[問卦] 周遭討論比特幣的越來越多484該逃了？,2021,11,8,18:47,2021/11/08,: 風險高的東西，不會玩就不要碰,11/08,18:47,223.140.172.7,推
cmelo1515 (瓜農),[問卦] 周遭討論比特幣的越來越多484該逃了？,2021,11,8,18:38:49,2021/11/08,: 先跑   之後再進去收割,11/08,18:38:49,110.28.94.28,推
cmelo1515 (瓜農),[問卦] 周遭討論比特幣的越來越多484該逃了？,2021,11,8,18:48,2021/11/08,: 該割韭菜了,11/08,18:48,36.235.14.55,推
cmelo1515 (瓜農),[問卦] 周遭討論比特幣的越來越多484該逃了？,2021,11,8,18:38:49,2021/11/08,: 這兩年擦鞋童都賺到不行了,11/08,18:38:49,101.12.17.146,推
cmelo1515 (瓜農),[問卦] 周遭討論比特幣的越來越多484該逃了？,2021,11,8,18:55,2021/11/08,: 人人談房，然後呢？,11/08,18:55,180.217.150.3,推
cmelo1515 (瓜農),[問卦] 周遭討論比特幣的越來越多484該逃了？,2021,11,8,18:38:49,2021/11/08,: 比特幣 元宇宙 等這兩個結合現實時 你孫子,11/08,18:38:49,113.196.182.72,推
cmelo1515 (瓜農),[問卦] 周遭討論比特幣的越來越多484該逃了？,2021,11,8,18:56,2021/11/08,: 賣咖啡都死多久了,11/08,18:56,42.77.84.153,推
cmelo1515 (瓜農),[問卦] 周遭討論比特幣的越來越多484該逃了？,2021,11,8,18:38:49,2021/11/08,: 還有pi幣,11/08,18:38:49,27.240.208.159,推
mwtsai (搖擺人),[新聞] 紐約新市長上任！喊話比特幣當薪水,2021,11,5,18:56,2021/11/05,: Monigger幣,11/05,18:56,223.136.211.72,推
mwtsai (搖擺人),[新聞] 紐約新市長上任！喊話比特幣當薪水,2021,11,5,18:38:49,2021/11/05,: 年薪一塊,11/05,18:38:49,111.251.149.89,推
mwtsai (搖擺人),[新聞] 紐約新市長上任！喊話比特幣當薪水,2021,11,5,19:00,2021/11/05,: 上一個拿虛擬貨幣當薪水的公司...,11/05,19:00,39.13.160.179,推
mwtsai (搖擺人),[新聞] 紐約新市長上任！喊話比特幣當薪水,2021,11,5,18:38:49,2021/11/05,: 還在電子垃圾？ 都是沒賺到的魯蛇  嘿嘿,11/05,18:38:49,122.117.134.97,推
mwtsai (搖擺人),[新聞] 紐約新市長上任！喊話比特幣當薪水,2021,11,5,19:08,2021/11/05,: 那如果隔天-20%要賠嗎?,11/05,19:08,203.70.124.51,推
mwtsai (搖擺人),[新聞] 紐約新市長上任！喊話比特幣當薪水,2021,11,5,18:38:49,2021/11/05,: 市長手上套了很多比特幣喔,11/05,18:38:49,36.235.77.225,推
mwtsai (搖擺人),[新聞] 紐約新市長上任！喊話比特幣當薪水,2021,11,5,19:20,2021/11/05,: 市長看的是幣本位吧,11/05,19:20,49.159.100.10,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,18:38:49,2021/11/02,: 應該會,11/02,18:38:49,49.217.9.136,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,19:25,2021/11/02,: 回歸1000比特幣一個pizza,11/02,19:25,223.137.230.145,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,18:38:49,2021/11/02,: 0,11/02,18:38:49,180.217.20.222,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,19:37,2021/11/02,: 我覺得遲早的事耶 總有一天會崩盤,11/02,19:37,61.216.64.210,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,18:38:49,2021/11/02,: 不會吧？,11/02,18:38:49,180.217.58.155,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,19:52,2021/11/02,: 地球毀滅的那天吧,11/02,19:52,150.116.90.75,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,18:38:49,2021/11/02,: 會 但還很久 當科技爆發到某階段這些東,11/02,18:38:49,106.1.232.112,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,20:15,2021/11/02,: 比特幣又沒有特定莊家要怎麼跑路,11/02,20:15,1.173.100.25,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,18:38:49,2021/11/02,: 硬碟格式化比特幣就不見了,11/02,18:38:49,61.224.217.34,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,20:34,2021/11/02,: 有人可以駭加密貨幣就會,11/02,20:34,27.240.168.157,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,18:38:49,2021/11/02,: 只要世界上有壞人跟賭徒就不會消失,11/02,18:38:49,42.73.122.13,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,21:28,2021/11/02,: 會喔 印度神童有說,11/02,21:28,1.200.122.93,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,18:38:49,2021/11/02,: 拿比特幣和那種糞幣比= =,11/02,18:38:49,220.129.93.178,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,21:29,2021/11/02,: 如果項目方直接硬分叉100條出來，有可能,11/02,21:29,36.229.186.215,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,18:38:49,2021/11/02,: 沒了squid幣，只好看看squirt game解悶了,11/02,18:38:49,61.230.226.40,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,21:49,2021/11/02,: 不可能,11/02,21:49,27.51.32.189,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,18:38:49,2021/11/02,: 魷魚幣是被在智能合約中動手腳，導致買,11/02,18:38:49,42.77.171.81,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,00:42,2021/11/02,: 美國都出ETF了，怎麼歸零,11/02,00:42,49.216.42.173,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,18:38:49,2021/11/02,: 只要是虛擬貨幣都有可能阿,11/02,18:38:49,114.41.148.133,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,01:03,2021/11/02,: 更強勢的虛擬貨幣出現就會啊,11/02,01:03,42.74.66.72,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,18:38:49,2021/11/02,: 會在11/24歸零,11/02,18:38:49,101.136.217.28,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,01:14,2021/11/02,: 沒電就歸零了,11/02,01:14,42.74.125.108,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,18:38:49,2021/11/02,: 時間早晚而已,11/02,18:38:49,218.173.98.89,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,06:56,2021/11/02,: AI+量子電腦,11/02,06:56,61.231.205.184,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,18:38:49,2021/11/02,: 會啊，你趕快去空就退休了,11/02,18:38:49,180.217.140.138,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,17:58,2021/11/02,: 事情沒發生前，大家都嘛用各種理論說不會,11/02,17:58,42.72.238.101,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,17:58:06,2021/11/02,: 量子運算能破解，直接駭入銀行體系不更,11/02,17:58:06,150.116.129.113,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,17:58,2021/11/02,: 當他還有洗錢的用途 就很難跌價,11/02,17:58,49.216.50.8,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,17:58:06,2021/11/02,: 全球電腦壞掉的時候,11/02,17:58:06,27.242.165.129,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,17:58,2021/11/02,: 攻破金融機構被追是犯罪 加密幣自己吞下,11/02,17:58,106.1.232.112,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,17:58:06,2021/11/02,: 歐元和人民幣有數位化的規劃 美元沒有,11/02,17:58:06,101.10.12.10,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,17:59,2021/11/02,: 當然會,11/02,17:59,182.234.98.54,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,17:58:06,2021/11/02,: 你以為銀行資安真的沒人駭的了？怎麼都,11/02,17:58:06,106.1.232.112,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,17:59,2021/11/02,: 你同時用EMP攻擊全球就能歸0了,11/02,17:59,42.77.65.5,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,17:58:06,2021/11/02,: 幻想歸零不如趁現在買幣安股票，漲跌你,11/02,17:58:06,223.137.196.22,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,17:59,2021/11/02,: 會,11/02,17:59,122.116.84.179,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,17:58:06,2021/11/02,: 不可能,11/02,17:58:06,39.12.65.196,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,17:59,2021/11/02,: 沒有人使用就只是數字而已,11/02,17:59,42.73.131.144,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,17:58:06,2021/11/02,: 無視各國規定轉錢的優勢這麼大，目,11/02,17:58:06,223.141.168.49,推
deeeplove (巴達獸 可愛d(`･∀･)b),[問卦] 比特幣會一夕之間歸0嗎？,2021,11,2,18:01,2021/11/02,: 那你這韭菜可以去試試啊    你看看哪,11/03,18:01,122.116.68.184,推
werqq (sandy0980),[問卦] 比特幣 炒房 股票 運彩 哪個是賭博？,2021,11,1,17:58:06,2021/11/01,: 運彩是 比特幣炒房股票不是,11/01,17:58:06,49.158.78.174,推
werqq (sandy0980),[問卦] 比特幣 炒房 股票 運彩 哪個是賭博？,2021,11,1,18:01,2021/11/01,: 我只會玩快打旋風....,11/01,18:01,125.230.176.246,推
werqq (sandy0980),[問卦] 比特幣 炒房 股票 運彩 哪個是賭博？,2021,11,1,17:58:06,2021/11/01,: 認真回，每一種都是賭博，差別只在於,11/01,17:58:06,42.72.17.183,推
werqq (sandy0980),[問卦] 比特幣 炒房 股票 運彩 哪個是賭博？,2021,11,1,18:02,2021/11/01,: 比特幣保存沒問題=黃金~跟網路=雲端阿,11/01,18:02,123.192.229.80,推
werqq (sandy0980),[問卦] 比特幣 炒房 股票 運彩 哪個是賭博？,2021,11,1,17:58:06,2021/11/01,: 股票長線是投資，短線是賭博,11/01,17:58:06,112.105.246.64,推
werqq (sandy0980),[問卦] 比特幣 炒房 股票 運彩 哪個是賭博？,2021,11,1,18:03,2021/11/01,: 當沖就是賭博啊 還敢說不是,11/01,18:03,111.71.4.4,推
b777300 (su35s),[問卦] 如果手上有256顆比特幣能做什麼？,2021,11,1,17:58:06,2021/11/01,: 包養256位大奶正妹,11/01,17:58:06,114.136.184.168,推
b777300 (su35s),[問卦] 如果手上有256顆比特幣能做什麼？,2021,11,1,18:04,2021/11/01,: 5 送我,11/01,18:04,114.136.183.206,推
b777300 (su35s),[問卦] 如果手上有256顆比特幣能做什麼？,2021,11,1,17:58:06,2021/11/01,: 你送我 我還不知道要怎麼賣 QQ,11/01,17:58:06,36.233.52.189,推
